"確保每顆生蠔都活著被運送是最重要的。","Making sure that each oyster is shipped live is paramount."
"這個產品已經超過六十天的貨架期了，我們真的不應該販售它。","The product has passed the shelf life of 60 days; we really shouldn't sell it."
"這棟屋子建於世紀交界期，同時有維多利亞時期和愛德華時期的風格。","Built at the turn of the century, the house has both Victorian and Edwardian styles."
"Tracy 的升遷是有代價的，她無情的作為使她和許多人疏離。","Tracy's job promotion came at a cost; her ruthless behavior alienated a lot of people."
"然而當它的人氣持續上漲時，問題也開始浮現。","But as their popularity grew, so did the problems."
"你可以幫忙我說服 Joshua 接受這份工作嗎？他已經失業好幾個月了。","Could you help me convince Joshua to take that job? He's been jobless for months."
"這個嘛，我已經建議他接受這份工作，他所有朋友也都跟他說過了。","Well, I already suggested that he take the job, and so did all his friends."
"我家從來沒有出國度假過。","My family has never been on a holiday abroad."
"你還沒吃完，你哥也是。","You haven't finished your meal and neither has your brother."
"我不認識那個男的，她也不認識。","I hardly know that man and neither does she."
"Geoff 是個很棒的長跑選手，而他的老婆也是。","Geoff is a very good long-distance runner and so is his wife."
"新的總統將立法禁止在公共場合抽菸。","The new president is outlawing smoking in public places."
"是啊。那一直是他最主要關切的議題。","Yes. That has always been his paramount concern."
"太好了！從現在開始城市就會變更乾淨了。","Great! From now on, the air in the city will become much cleaner."
"總統還打算怎麼阻止大家吸菸？","What else is the president going to do to deter people from smoking?"
"他會提高稅率讓菸草更難以取得。","He will make tobacco far less accessible by raising the tax."
"原來如此。這聽起來蠻有希望的。","I see. This sounds quite promising."
"但這會有代價，對吧？他這樣做會失去某些支持者。","But this comes at a cost, right? He will lose some supporters by doing so."
"我猜他把大眾健康放在他的政治生涯之上。他是個傑出的人。","I guess he puts public health over his own political career. He's a great man."
"我可以感到生活在有他作為領導者之下的國家會是件多麼棒的事情！","I'm relishing the prospect of living in the country with him as our leader!"
"隨著年紀增長，有畸形的頭或尾巴的精子可能更多，這些都是會傷害讓卵子受精能力的形態。","You might see more sperm with misshapen heads or tails as a person ages, morphologies which can impair the sperm's ability to fertilize an egg."
"所以當這些幹細胞自行複製其DNA時, 難免會出現差錯。","So when these stem cells make copies of their DNA, mistakes can occur."
"年紀較大的人精子也比較不會移動，也就是說它們很難游著移動並最後讓卵子受精。","Sperm from older people is also less motile, meaning they struggle to swim around and ultimately to fertilize eggs."
"任何年齡層的精子製造者都有一些畸形的精子。","Sperm-makers of any age end up with a few sperm with misformed parts."
"破壞精子基因也會增加懷孕期前半流產的風險，那時發生的流產大部分是由於胎兒的基因或染色體異常。","Damage to sperm DNA can also increase the risk of miscarriage in the first half of pregnancy because most miscarriages during that time occur because the fetus has abnormal genes or chromosomes."
"雖然值得注意的是跟年齡有關的因素增加流產的風險，但妊娠併發症及兒童健康問題因年齡而上升的風險很小，大致上風險是很低的。","Though it's important to note the age-associated increases in risk for miscarriages, pregnancy complications and childhood health conditions are small, and overall the risks are low."
"也有70多歲、80多歲甚至90多歲的人讓伴侶懷孕的案例, 這使每個人使對方受孕的能力看似相同, 無論他們是20歲還是85歲。","And people in their seventies, eighties or even nineties have been known to impregnate their partners, which might make it seem like a person's ability to get someone pregnant is the same, whether they're 20 or 85."
"由於細胞分裂是製造數千億精子的必經過程, 突變細胞的數量不斷地累積。","And with all of the cell divisions needed to turn out hundreds of billions of sperm, mutations accumulate over a person's lifetime."
"這些突變和差錯最顯著的影響之一就是精子的外觀。","One of the most obvious effects of these mutations and errors is how sperm look."
"即使精子看起來正常, 並找到卵子使其受精, 也不代表脫離險境。","And even if sperm look normal and can find and fertilize eggs, they're not out of the woods."
"這可能會損害精子的 DNA, 最終阻礙其產生移動所需的能量。","And that can damage the sperm's DNA and ultimately hamper their ability to produce the energy they need to move."
"長期的壓力對急診室的醫護人員造成傷害。","The constant stress takes its toll on the staff of the ER room."
"我們及時送他去急診，可是他還沒脫離險境。","We brought him to the ER in time, but he's not out of the woods yet."
"這間大學以培育優秀的急診醫師聞名，像是我們醫院裡最好的幾位。","This university is known to turn out some of the best ER doctors our hospital has ever had."
"我真的很擔心近期我們這一帶的謀殺案。","I'm really worried about all the murders in our area lately."
"別擔心，犯人已經被逮捕，而我們現在安全了。","Don't worry. The murderer has been arrested, and we are safe now."
"你覺得有很多人從他的假公司買貨嗎？","Do you think a lot of people bought stocks in his fake company?"
"對啊，很多人已經是他詐騙的受害者了。","Yes, many people have been a victim of his scam."
"貨已經買了。","The goods have been bought."
"工作已完成。","The work has been completed."
"病人已經准許出院了。","The patient has been released."
"我有很大期待我兒子 Timothy 的數學考試會考很好，結果他居然作弊。","I had high hopes that my son Timothy would ace his math test, but it turned out that he cheated on the test."
"真的嗎？那太令人失望了。他感覺是個聰明的小孩啊。","Really? That's disappointing. He seems like a smart kid."
"他是啊，真不知道他為什麼要這麼做。","He really is. I wonder why he would do such a thing."
"校長在教師家長會時告知我這件事。看來他把答案寫在手上。","The principal informed me about this during a parent-teacher meeting. Apparently he wrote the answers on his palms."
"哇，那根本是最老套的方法吧。","Wow. That's the oldest trick in the book!"
"我知道，但認真講，我猜他是不是無計可施，只能這麼做。","I know. But all jokes aside, I wonder if he was acting out of desperation."
"或許我該請一位數學家教，這樣他就下次考試就不用作弊了。","Perhaps I should hire a math tutor. That way, he won't need to cheat on any future tests."
"這計畫聽起來很好，我想這樣就能解決了吧。","That sounds like a plan. I guess it's sorted then."
"我和他爸還得好好教訓他呢，不會這麼容易就放過他！","Well, his father and I are going to have stern words with him. He's not out of the woods yet!"
"美元舞會，又稱為金錢舞會或圍裙舞會，是與許多國家相關聯的婚禮傳統，包括波蘭、匈牙利、奈及利亞、菲律賓和墨西哥。","The dollar dance, also known as the money or apron dance, is a tradition associated with countries all over, including Poland, Hungary, Nigeria, Philippines, and Mexico."
"當不同的賓客輪流與新人共舞時，人們會朝著新郎或新娘丟、遞或別紙鈔。","Money is tossed, handed, or pinned onto the couple while different guests take turns dancing with the newlyweds."
"掃帚具有精神價值，象徵掃去邪惡與過往錯誤。","The broom holds spiritual value and symbolizes the sweeping away of evils and past wrongs."
"時至今日，一些非裔美國新人會把這項傳統納入婚禮中，向傳統致敬。","Today, some African American couples include it in their ceremony as a tribute to tradition."
"他們會被帶到城裡遊行，隨行的朋友則會大吵大鬧，吸引路人圍觀。","They're paraded around town while their friends make plenty of noise and make a scene for all to see."
"新人要負責清掃瓷器碎片，以象徵團隊合作。","The couple is responsible for cleaning up the shards to symbolize teamwork."
"這些錢是幫助小倆口擁有多一點經濟支持的好方法，同時也讓他們知道你祝賀他們生活富足。","The money is a great way to help with a little extra financial support and to let them know you wish them a life of prosperity."
"一般普遍誤解這項傳統來自美國奴役時期，但它其實源自迦納，且當地人至今仍然遵循此傳統。","There's a misconception that it began during slavery in the United States, but it originated in Ghana and is still practiced there."
"這是一種象徵親密好友間信任感的儀式。","It's a practice that signifies trust between close friends."
"在印度，薑黃可以象徵許多東西，包括純淨、生殖力與好健康。","In India, turmeric can signify a lot of things, including purity, fertility, and good health."
"Robert 在店家拒絕替他壞掉的電視進行退貨後，就在店裡大吵大鬧。","Robert made a scene in the store when they refused to refund him for the broken television."
"請大家輪流發言，不要同時說話。","Instead of talking all at once, please take turns to speak."
"冬天我會攝取維他命 C 以預防感冒。","In the winter, I take vitamin C to ward off colds."
"新人行跪拜禮時，會向父母敬茶。","While kneeling, the couple serves tea to their parents."
"我不知道該不該買這台車，它好別緻但也好貴！","I don't know if I should buy this car. It's fancy but so expensive!"
"你最終決定前得多考慮一下。","You have to think twice before making your final decision."
"我們正計畫明年去布魯塞爾旅遊，你有興趣加入我們嗎？","We're planning a trip to Brussels next year. Are you interested in joining us?"
"花那麼多錢買這輛新車後，我已經負擔不起度假了。","I can’t afford a holiday after spending so much on this new car."
"當我正跟朋友坐在咖啡館時，我突然記起我忘了鎖上家裡的門。","While sitting at the cafe with my friends, I suddenly remembered that I had left the door unlocked."
"自從搬到倫敦之後，我們都還沒有時間去劇院。","We haven’t had time to go to the theater since moving to London."
"在吃完晚餐之後，你應該把功課寫完。","After eating dinner, you should finish your homework."
"你怎麼愁眉苦臉？發生什麼事了嗎？","Why do you have that long face? Anything wrong?"
"我試著不要感冒，但看起來是失敗了。","I've been trying to ward off getting sick, but it seems I failed."
"喔，不！我很遺憾聽你這麼說。","Oh, no! I'm sorry to hear that."
"你是因為這樣才這麼早回家嗎？","Is that why you're home so early?"
"對啊，我以為我還行，可是我的老闆要我早點走。","Yeah, I thought I was fine, but my boss asked me to leave early."
"她要你早點走？聽起來不妙。","She asked you to? That doesn't sound good."
"老闆通常不會這麼做，你知道為什麼她要你早點離開嗎？","Bosses don't usually do that. Do you know why she asked you to leave?"
"我在一場辯論中大吵大鬧，他們得輪流讓我冷靜下來。","I made a scene during a debate and they had to take turns calming me down."
"你一定是發高燒了，我想我得帶你去看醫生。","You must have a very high fever. I think I should take you to the doctor."

